"","Region","Site","Quadrat","date_taken","annotation_status","Latitude","Longitude","Original.File.Name","Ascidians..stalked..Solitary","Ascidians..stalked.Colonial","Ascidians..Unstalked..Colonial","Ascidians..Unstalked..Solitary","Bryozoa..hard","Bryozoa..hard..encrusting","Bryozoa..Soft","Bryozoa..Soft..Foliaceous","Crustacea..Barnacles","Crustacea..Barnacles..Acorn","Echinoderms..sea.urchin..regular.urchins","Erect.coarse.branching.brown..Sargassum.sp.","Macroalgae..Articulated.calcareous..red","Macroalgae..Encrusting..brown","Macroalgae..Encrusting..red","Macroalgae..Erect.coarse.branching.brown","Macroalgae..Erect.coarse.branching.red","Macroalgae..Erect.fine.branching.brown","Macroalgae..Erect.fine.branching.green","Macroalgae..Erect.fine.branching.red","Macroalgae..Filamentous...filiform...brown","Macroalgae..Filamentous...filiform...green","Macroalgae..Filamentous...filiform...red","Macroalgae..Globose...saccate.brown","Macroalgae..Laminate..brown","Macroalgae..Laminate..brown..Zonaria.sp.","Macroalgae..Large.canopy.forming...Ecklonia","Molluscs..Gastropods","No.Data","Seagrasses..Elliptical.Leaves","Seagrasses..Strap.like.leaves","Shadow","Sponges..Erect.forms","Sponges.crusts","Substrate..Consolidated..hard..Boulders","Substrate..Consolidated..hard..Cobbles","Substrate..Consolidated..hard..Rock","Substrate..Unconsolidated...pebble.gravel","Substrate..Unconsolidated..Sand.Mud...2mm.","northing","easting"
"5545","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.84395,151.254516666667,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1036D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,44,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,6253775.8477772,338504.439477783
"5546","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8437555555556,151.254630555556,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1052D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6253797.84001587,338514.647426257
"5547","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8437361111111,151.254630555556,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1053D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,76,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,4,6253799.82758885,338514.837398795
"5548","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8436777777778,151.254641666667,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1057D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,6253806.57123508,338515.936374794
"5549","Sydney","Chowder.Bay","1","2014-03-05","verified_by_human",-33.8436472222222,151.25465,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1059D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6253809.87170764,338516.507924924
"5550","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8436305555556,151.25465,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1060D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,84,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6253811.6965781,338516.246291711
"5551","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8436138888889,151.254652777778,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1061D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,6253813.57362314,338516.643000892
"5552","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8436027777778,151.254655555556,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1062D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,84,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,6253814.71095057,338516.867782514
"5553","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8435916666667,151.254655555556,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1063D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,88,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6253816.06270598,338516.900287757
"5554","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8435805555556,151.254658333333,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1064D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,6253817.32217003,338517.010374815
"5555","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.843575,151.254658333333,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1065D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,80,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6253817.74513378,338517.100116919
"5556","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8435583333333,151.254663888889,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1066D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6253819.702509,338517.772156085
"5557","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8435444444444,151.254663888889,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1067D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,84,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,6253821.34451422,338517.357218505
"5558","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8435333333333,151.254663888889,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1068D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,76,0,0,0,8,0,4,0,0,4,0,0,0,0,0,0,0,4,0,6253822.34472945,338517.452667457
"5559","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8435194444444,151.254661111111,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1069D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,80,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6253823.99702285,338517.35831328
"5560","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8435055555556,151.254658333333,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1070D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6253825.59411146,338517.010393
"5561","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8434916666667,151.254655555556,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1071D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,84,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6253827.12471149,338516.838255306
"5562","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.843475,151.254655555556,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1072D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6253828.84810726,338516.670219175
"5563","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8434555555556,151.254655555556,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1073D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6253830.99177225,338516.506003972
"5564","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8434388888889,151.254652777778,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1074D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,80,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,4,0,6253832.91218984,338516.276366018
"5565","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.843425,151.25465,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1075D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6253834.62631025,338515.990649742
"5566","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8434111111111,151.254647222222,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1076D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6253836.07603844,338515.871534742
"5567","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8433916666667,151.254638888889,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1077D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,72,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,8,6253838.0591758,338514.962564532
"5568","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8433777777778,151.254638888889,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1078D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6253839.72772287,338514.877209629
"5569","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8433611111111,151.254633333333,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1079D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,80,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,6253841.69576433,338514.542444036
"5570","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8433333333333,151.254619444444,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1081D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6253844.69653738,338512.972738521
"5571","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8433194444444,151.254613888889,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1082D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,8,0,24,0,0,0,0,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6253846.27112323,338512.392744678
"5572","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8433027777778,151.254611111111,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1083D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,16,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6253848.09542906,338512.426227416
"5573","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8432916666667,151.254605555556,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1084D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,12,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6253849.11992543,338511.630498893
"5574","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8432805555556,151.2546,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1085D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,84,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6253850.39139535,338511.267903576
"5575","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8432666666667,151.254594444444,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1086D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,80,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,6253851.85420723,338510.599848336
"5576","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8431805555556,151.254586111111,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1092D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6253861.59534774,338509.568462013
"5577","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8431222222222,151.254566666667,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1096D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,6253867.9104371,338507.802297651
"5578","Sydney","Chowder.Bay","3","2014-03-05","not_verified_by_human",-33.8430472222222,151.254561111111,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1102D.jpg_3.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6253876.23464597,338507.03978388
"5579","Sydney","Chowder.Bay","5","2014-03-05","not_verified_by_human",-33.8430472222222,151.254561111111,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1102D.jpg_5.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6253876.09548852,338506.98036806
"5580","Sydney","Chowder.Bay","6","2014-03-05","not_verified_by_human",-33.8430472222222,151.254561111111,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1102D.jpg_6.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6253876.14161729,338507.176661002
"5581","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8430138888889,151.254558333333,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1109D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6253880.08158384,338506.778348518
"5582","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8430055555556,151.254558333333,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1110D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6253880.81536983,338506.767046739
"5583","Sydney","Chowder.Bay","2","2014-03-05","not_verified_by_human",-33.842975,151.25455,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1112D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,80,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6253884.32197878,338505.867113113
"5584","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8429666666667,151.254547222222,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1117D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6253885.11480062,338505.779650232
"5585","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8429666666667,151.254547222222,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1118D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6253885.05120919,338505.711436688
"5586","Sydney","Chowder.Bay","2","2014-03-05","not_verified_by_human",-33.8429666666667,151.254547222222,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1122D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6253885.11779585,338505.848318187
"5587","Sydney","Chowder.Bay","2","2014-03-05","not_verified_by_human",-33.8429666666667,151.254547222222,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1123D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6253884.99914603,338505.776922896
"5588","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8429666666667,151.254530555556,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1133D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6253885.14236134,338504.0148167
"5589","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8429666666667,151.254530555556,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1134D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,68,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,8,4,6253885.20189656,338504.211534445
"5590","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8429638888889,151.254530555556,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1140D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6253885.44338645,338504.087913751
"5591","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8429527777778,151.254533333333,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1145D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,72,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,12,6253886.37202886,338504.260105338
"5592","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8429527777778,151.254533333333,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1150D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6253886.7769649,338504.474459074
"5593","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8429527777778,151.254533333333,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1152D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6253886.81639144,338504.457403914
"5594","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.84285,151.254561111111,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1157D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6253898.04644863,338506.675820166
"5595","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.84285,151.254561111111,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1158D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,6253897.99621012,338506.810848066
"5596","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.84285,151.254561111111,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1159D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6253897.99123231,338506.772203465
"5597","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8428361111111,151.254569444444,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1162D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6253899.76711243,338507.588776388
"5598","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8426888888889,151.254622222222,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1170D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6253916.13994777,338512.184167415
"5599","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8426638888889,151.254622222222,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1171D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,6253918.76512197,338511.897031173
"5600","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8425194444444,151.254452777778,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1294D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,76,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,6253934.39339388,338496.255773942
"5601","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.84245,151.254536111111,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1305D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6253942.39132892,338503.787728218
"5602","Sydney","Chowder.Bay","1","2014-03-05","verified_by_human",-33.842425,151.254586111111,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1308D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6253945.49081761,338508.254303553
"5603","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8424166666667,151.254591666667,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1309D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6253946.12343512,338508.782863662
"5604","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8424138888889,151.254597222222,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1310D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6253946.43896707,338509.116770654
"5605","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8424083333333,151.254602777778,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1311D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6253947.1195718,338509.803534139
"5606","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8423777777778,151.254627777778,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1314D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6253950.53552419,338512.018059732
"5607","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8423472222222,151.254627777778,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1316D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6253953.98694724,338512.087183102
"5608","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8423333333333,151.254622222222,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1317D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,76,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,6253955.43907837,338511.418713955
"5609","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8423166666667,151.254616666667,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1318D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6253957.24827676,338510.778552313
"5610","Sydney","Chowder.Bay","1","2014-03-05","verified_by_human",-33.8423,151.254613888889,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1319D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6253959.24141613,338510.749782663
"5611","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8422861111111,151.254608333333,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1320D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6253960.73782628,338509.998135739
"5612","Sydney","Chowder.Bay","1","2014-03-05","not_verified_by_human",-33.8422694444444,151.2546,"2014.03.05_Sydney_N.Bondi_N.Head_Chowder.Bay_T1_1321D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6253962.55772257,338509.229162136
